authors,published_parsed,updated_parsed,primary_category,tagged_categories,weights,pages,references
"[u'Robin Lynne Belton', u'Brittany Terese Fasy', u'Rostik Mertz', u'Samuel Micka', u'David L. Millman', u'Daniel Salinas', u'Anna Schenfisch', u'Jordan Schupbach', u'Lucia Williams']","time.struct_time(tm_year=2018, tm_mon=5, tm_mday=27, tm_hour=23, tm_min=54, tm_sec=59, tm_wday=6, tm_yday=147, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=5, tm_mday=27, tm_hour=23, tm_min=54, tm_sec=59, tm_wday=6, tm_yday=147, tm_isdst=0)",cs.CG,"[u'cs.CG', u'math.AT']",0.125,11,17
[u'Matthew Zabka'],"time.struct_time(tm_year=2016, tm_mon=5, tm_mday=26, tm_hour=3, tm_min=5, tm_sec=2, tm_wday=3, tm_yday=147, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=5, tm_mday=10, tm_hour=0, tm_min=45, tm_sec=17, tm_wday=2, tm_yday=130, tm_isdst=0)",math.AT,[u'math.AT'],0.0,8,4
"[u'Micha\u0142 Zasadzi\u0144ski', u'Victor Munt\xe9s-Mulero', u'Marc Sol\xe9', u'Thomas Ludwig']","time.struct_time(tm_year=2018, tm_mon=1, tm_mday=23, tm_hour=15, tm_min=51, tm_sec=50, tm_wday=1, tm_yday=23, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=1, tm_mday=23, tm_hour=15, tm_min=51, tm_sec=50, tm_wday=1, tm_yday=23, tm_isdst=0)",cs.DC,[u'cs.DC'],0.3333333333333333,16,2
[u'Fionn Murtagh'],"time.struct_time(tm_year=2010, tm_mon=8, tm_mday=20, tm_hour=23, tm_min=7, tm_sec=54, tm_wday=4, tm_yday=232, tm_isdst=0)","time.struct_time(tm_year=2010, tm_mon=8, tm_mday=20, tm_hour=23, tm_min=7, tm_sec=54, tm_wday=4, tm_yday=232, tm_isdst=0)",cs.LO,"[u'cs.LO', u'cs.LG', u'stat.ML', u'91C20, 62-07, 03-XX', u'I.5.3; F.4.0']",0.0,19,37
[u'I. Volobouev'],"time.struct_time(tm_year=2009, tm_mon=7, tm_mday=2, tm_hour=0, tm_min=56, tm_sec=12, tm_wday=3, tm_yday=183, tm_isdst=0)","time.struct_time(tm_year=2009, tm_mon=7, tm_mday=2, tm_hour=0, tm_min=56, tm_sec=12, tm_wday=3, tm_yday=183, tm_isdst=0)",hep-ex,"[u'hep-ex', u'physics.data-an']",0.0,27,33
"[u'Nicholas A. Scoville', u'Karthik Yegnesh']","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=15, tm_hour=20, tm_min=37, tm_sec=56, tm_wday=3, tm_yday=350, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=15, tm_hour=20, tm_min=37, tm_sec=56, tm_wday=3, tm_yday=350, tm_isdst=0)",math.AT,"[u'math.AT', u'05C82, 54B40, 18F20']",1.0,12,11
"[u'Pawe\u0142 D\u0142otko', u'Thomas Wanner']","time.struct_time(tm_year=2015, tm_mon=8, tm_mday=24, tm_hour=16, tm_min=4, tm_sec=37, tm_wday=0, tm_yday=236, tm_isdst=0)","time.struct_time(tm_year=2015, tm_mon=8, tm_mday=24, tm_hour=16, tm_min=4, tm_sec=37, tm_wday=0, tm_yday=236, tm_isdst=0)",math.NA,"[u'math.NA', u'math-ph', u'math.AP', u'math.AT', u'math.DS', u'math.MP']",1.0,32,35
"[u'Reza Arghandeh', u'Martin Gahr', u'Alexandra von Meier', u'Guido Cavraro', u'Monika Ruh', u'G\xf6ran Andersson']","time.struct_time(tm_year=2015, tm_mon=1, tm_mday=8, tm_hour=0, tm_min=5, tm_sec=14, tm_wday=3, tm_yday=8, tm_isdst=0)","time.struct_time(tm_year=2015, tm_mon=1, tm_mday=8, tm_hour=0, tm_min=5, tm_sec=14, tm_wday=3, tm_yday=8, tm_isdst=0)",cs.SY,"[u'cs.SY', u'physics.data-an']",0.2,5,7
"[u'Alireza Dirafzoon', u'Alper Bozkurt', u'Edgar Lobaton']","time.struct_time(tm_year=2015, tm_mon=7, tm_mday=12, tm_hour=9, tm_min=3, tm_sec=14, tm_wday=6, tm_yday=193, tm_isdst=0)","time.struct_time(tm_year=2015, tm_mon=9, tm_mday=29, tm_hour=20, tm_min=10, tm_sec=38, tm_wday=1, tm_yday=272, tm_isdst=0)",cs.RO,[u'cs.RO'],0.5,21,45
"[u'Joachim Krieger', u'Joules Nahas']","time.struct_time(tm_year=2012, tm_mon=12, tm_mday=19, tm_hour=11, tm_min=47, tm_sec=21, tm_wday=2, tm_yday=354, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=1, tm_mday=17, tm_hour=12, tm_min=13, tm_sec=28, tm_wday=4, tm_yday=17, tm_isdst=0)",math.AP,[u'math.AP'],1.0,16,34
"[u'Marco Hien', u'Claude Sabbah']","time.struct_time(tm_year=2014, tm_mon=5, tm_mday=21, tm_hour=6, tm_min=51, tm_sec=52, tm_wday=2, tm_yday=141, tm_isdst=0)","time.struct_time(tm_year=2015, tm_mon=3, tm_mday=4, tm_hour=17, tm_min=27, tm_sec=36, tm_wday=2, tm_yday=63, tm_isdst=0)",math.AG,"[u'math.AG', u'math.CA', u'math.CV', u'14D07, 34M40']",1.0,57,26
"[u'Tullia Padellini', u'Pierpaolo Brutti']","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=20, tm_hour=23, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=263, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=20, tm_hour=23, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=263, tm_isdst=0)",stat.ML,"[u'stat.ML', u'math.ST', u'stat.TH']",1.0,16,32
"[u'Kelin Xia', u'Guo-Wei Wei']","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=10, tm_min=24, tm_sec=37, tm_wday=1, tm_yday=341, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=10, tm_min=24, tm_sec=37, tm_wday=1, tm_yday=341, tm_isdst=0)",q-bio.BM,"[u'q-bio.BM', u'math.AT']",1.0,76,320
"[u'Amir Hossein Goudarzi', u'Nasser Ghadiri']","time.struct_time(tm_year=2017, tm_mon=4, tm_mday=21, tm_hour=16, tm_min=30, tm_sec=10, tm_wday=4, tm_yday=111, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=4, tm_mday=21, tm_hour=16, tm_min=30, tm_sec=10, tm_wday=4, tm_yday=111, tm_isdst=0)",cs.AI,"[u'cs.AI', u'H.2.8; H.4.2']",1.0,25,38
[u'Brenda Praggastis'],"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=1, tm_hour=19, tm_min=48, tm_sec=53, tm_wday=3, tm_yday=336, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=1, tm_hour=19, tm_min=48, tm_sec=53, tm_wday=3, tm_yday=336, tm_isdst=0)",cs.NI,"[u'cs.NI', u'math.AT']",0.0,8,4
"[u'R. C. Brower', u'M. Cheng', u'G. T. Fleming', u'M. F. Lin', u'E. T. Neil', u'J. C. Osborn', u'C. Rebbi', u'E. Rinaldi', u'D. Schaich', u'C. Schroeder', u'G. Voronov', u'P. Vranas', u'E. Weinberg', u'O. Witzel']","time.struct_time(tm_year=2014, tm_mon=3, tm_mday=11, tm_hour=21, tm_min=22, tm_sec=57, tm_wday=1, tm_yday=70, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=7, tm_mday=24, tm_hour=13, tm_min=23, tm_sec=47, tm_wday=3, tm_yday=205, tm_isdst=0)",hep-lat,[u'hep-lat'],0.07692307692307693,7,26
"[u'Guilherme S. Domingues', u'Filipi N. Silva', u'Cesar H. Comin', u'Luciano da F. Costa']","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=24, tm_hour=19, tm_min=27, tm_sec=19, tm_wday=6, tm_yday=267, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=10, tm_mday=13, tm_hour=17, tm_min=48, tm_sec=56, tm_wday=4, tm_yday=286, tm_isdst=0)",physics.soc-ph,[u'physics.soc-ph'],0.3333333333333333,11,26
"[u'Tullia Padellini', u'Pierpaolo Brutti']","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=20, tm_hour=22, tm_min=45, tm_sec=27, tm_wday=2, tm_yday=263, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=20, tm_hour=22, tm_min=45, tm_sec=27, tm_wday=2, tm_yday=263, tm_isdst=0)",stat.ML,"[u'stat.ML', u'math.ST', u'stat.TH']",1.0,16,24
"[u'William H. Guss', u'Ruslan Salakhutdinov']","time.struct_time(tm_year=2018, tm_mon=2, tm_mday=13, tm_hour=2, tm_min=32, tm_sec=10, tm_wday=1, tm_yday=44, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=2, tm_mday=13, tm_hour=2, tm_min=32, tm_sec=10, tm_wday=1, tm_yday=44, tm_isdst=0)",cs.LG,"[u'cs.LG', u'cs.CG', u'cs.NE', u'math.AT', u'stat.ML']",1.0,13,95
"[u'N. Tufillaro', u'CNLS', u'T-13', u'Lanl']","time.struct_time(tm_year=1993, tm_mon=4, tm_mday=20, tm_hour=0, tm_min=10, tm_sec=10, tm_wday=1, tm_yday=110, tm_isdst=0)","time.struct_time(tm_year=1993, tm_mon=9, tm_mday=10, tm_hour=21, tm_min=5, tm_sec=12, tm_wday=4, tm_yday=253, tm_isdst=0)",chao-dyn,"[u'chao-dyn', u'comp-gas', u'nlin.CD', u'nlin.CG']",0.3333333333333333,13,53
"[u'Kevin Emmett', u'Daniel Rosenbloom', u'Pablo Camara', u'Raul Rabadan']","time.struct_time(tm_year=2014, tm_mon=6, tm_mday=18, tm_hour=3, tm_min=23, tm_sec=30, tm_wday=2, tm_yday=169, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=6, tm_mday=18, tm_hour=3, tm_min=23, tm_sec=30, tm_wday=2, tm_yday=169, tm_isdst=0)",q-bio.QM,[u'q-bio.QM'],0.3333333333333333,5,22
[u'Bin Jiang'],"time.struct_time(tm_year=2006, tm_mon=12, tm_mday=1, tm_hour=11, tm_min=16, tm_sec=22, tm_wday=4, tm_yday=335, tm_isdst=0)","time.struct_time(tm_year=2008, tm_mon=2, tm_mday=18, tm_hour=15, tm_min=52, tm_sec=56, tm_wday=0, tm_yday=49, tm_isdst=0)",physics.data-an,[u'physics.data-an'],0.0,11,37
"[u'Stephan Bialonski', u'Marie-Therese Horstmann', u'Klaus Lehnertz']","time.struct_time(tm_year=2011, tm_mon=5, tm_mday=11, tm_hour=17, tm_min=32, tm_sec=38, tm_wday=2, tm_yday=131, tm_isdst=0)","time.struct_time(tm_year=2011, tm_mon=5, tm_mday=11, tm_hour=17, tm_min=32, tm_sec=38, tm_wday=2, tm_yday=131, tm_isdst=0)",physics.data-an,"[u'physics.data-an', u'cs.SI', u'physics.soc-ph']",0.5,9,52
"[u'Henry Adams', u'Atanas Atanasov', u'Gunnar Carlsson']","time.struct_time(tm_year=2011, tm_mon=12, tm_mday=9, tm_hour=0, tm_min=48, tm_sec=12, tm_wday=4, tm_yday=343, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=9, tm_mday=26, tm_hour=22, tm_min=36, tm_sec=59, tm_wday=4, tm_yday=269, tm_isdst=0)",math.GN,[u'math.GN'],0.5,26,43
"[u'Liyan Jia', u'Jinsub Kim', u'Robert J. Thomas', u'Lang Tong']","time.struct_time(tm_year=2012, tm_mon=12, tm_mday=29, tm_hour=21, tm_min=8, tm_sec=36, tm_wday=5, tm_yday=364, tm_isdst=0)","time.struct_time(tm_year=2013, tm_mon=8, tm_mday=30, tm_hour=9, tm_min=55, tm_sec=4, tm_wday=4, tm_yday=242, tm_isdst=0)",math.NA,[u'math.NA'],0.3333333333333333,10,23
"[u'N. G. Phillips', u'A. Kogut']","time.struct_time(tm_year=2004, tm_mon=4, tm_mday=20, tm_hour=20, tm_min=35, tm_sec=23, tm_wday=1, tm_yday=111, tm_isdst=0)","time.struct_time(tm_year=2004, tm_mon=4, tm_mday=20, tm_hour=20, tm_min=35, tm_sec=23, tm_wday=1, tm_yday=111, tm_isdst=0)",astro-ph,[u'astro-ph'],1.0,16,18
"[u'Diego Garlaschelli', u'Maria I. Loffredo']","time.struct_time(tm_year=2006, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=26, tm_sec=28, tm_wday=4, tm_yday=244, tm_isdst=0)","time.struct_time(tm_year=2008, tm_mon=8, tm_mday=7, tm_hour=14, tm_min=44, tm_sec=56, tm_wday=3, tm_yday=220, tm_isdst=0)",cond-mat.dis-nn,"[u'cond-mat.dis-nn', u'cond-mat.stat-mech', u'physics.data-an', u'physics.soc-ph']",1.0,5,22
"[u'G. Rocha', u'L. Cayon', u'R. Bowen', u'A. Canavezes', u'J. Silk', u'A. J. Banday', u'K. M. Gorski']","time.struct_time(tm_year=2002, tm_mon=5, tm_mday=10, tm_hour=13, tm_min=54, tm_sec=27, tm_wday=4, tm_yday=130, tm_isdst=0)","time.struct_time(tm_year=2002, tm_mon=5, tm_mday=10, tm_hour=13, tm_min=54, tm_sec=27, tm_wday=4, tm_yday=130, tm_isdst=0)",astro-ph,[u'astro-ph'],0.16666666666666666,10,16
"[u'Thomas J. X. Li', u'Christian M. Reidys']","time.struct_time(tm_year=2016, tm_mon=6, tm_mday=22, tm_hour=14, tm_min=3, tm_sec=2, tm_wday=2, tm_yday=174, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=6, tm_mday=22, tm_hour=14, tm_min=3, tm_sec=2, tm_wday=2, tm_yday=174, tm_isdst=0)",math.CO,"[u'math.CO', u'q-bio.BM', u'q-bio.QM', u'stat.CO', u'05A16, 92E10, 92B05']",1.0,29,67
"[u'Irina Makarenko', u'Paul Bushby', u'Andrew Fletcher', u'Robin Henderson', u'Nikolay Makarenko', u'Anvar Shukurov']","time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=18, tm_min=50, tm_sec=54, tm_wday=3, tm_yday=102, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=18, tm_min=50, tm_sec=54, tm_wday=3, tm_yday=102, tm_isdst=0)",physics.data-an,"[u'physics.data-an', u'astro-ph.GA']",0.2,22,1
"[u'Luciano da F. Costa', u'Olaf Sporns', u'Lucas Antiqueira', u'Maria das Gracas V. Nunes', u'Osvaldo N. Oliveira Jr']","time.struct_time(tm_year=2006, tm_mon=11, tm_mday=26, tm_hour=10, tm_min=37, tm_sec=19, tm_wday=6, tm_yday=330, tm_isdst=0)","time.struct_time(tm_year=2006, tm_mon=11, tm_mday=26, tm_hour=10, tm_min=37, tm_sec=19, tm_wday=6, tm_yday=330, tm_isdst=0)",physics.comp-ph,"[u'physics.comp-ph', u'cond-mat.stat-mech', u'physics.data-an']",0.25,16,20
"[u'Aghil Alaee', u'Hari K. Kunduri', u'Eduardo Mart\xednez-Pedroza']","time.struct_time(tm_year=2013, tm_mon=9, tm_mday=10, tm_hour=19, tm_min=1, tm_sec=50, tm_wday=1, tm_yday=253, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=2, tm_mday=13, tm_hour=16, tm_min=25, tm_sec=39, tm_wday=3, tm_yday=44, tm_isdst=0)",gr-qc,"[u'gr-qc', u'hep-th']",0.5,26,48
"[u'Hadassah Shulman', u'Emil Prodan']","time.struct_time(tm_year=2010, tm_mon=11, tm_mday=24, tm_hour=18, tm_min=57, tm_sec=11, tm_wday=2, tm_yday=328, tm_isdst=0)","time.struct_time(tm_year=2010, tm_mon=11, tm_mday=24, tm_hour=18, tm_min=57, tm_sec=11, tm_wday=2, tm_yday=328, tm_isdst=0)",cond-mat.dis-nn,"[u'cond-mat.dis-nn', u'math-ph', u'math.MP']",1.0,5,17
[u'Matthew Kahle'],"time.struct_time(tm_year=2016, tm_mon=7, tm_mday=24, tm_hour=17, tm_min=15, tm_sec=47, tm_wday=6, tm_yday=206, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=7, tm_mday=24, tm_hour=17, tm_min=15, tm_sec=47, tm_wday=6, tm_yday=206, tm_isdst=0)",math.CO,"[u'math.CO', u'math.AT', u'math.PR']",0.0,23,64
"[u'Clara Granell', u'Sergio Gomez', u'Alex Arenas']","time.struct_time(tm_year=2011, tm_mon=1, tm_mday=10, tm_hour=16, tm_min=50, tm_sec=50, tm_wday=0, tm_yday=10, tm_isdst=0)","time.struct_time(tm_year=2011, tm_mon=2, tm_mday=11, tm_hour=12, tm_min=22, tm_sec=13, tm_wday=4, tm_yday=42, tm_isdst=0)",physics.data-an,"[u'physics.data-an', u'physics.comp-ph']",0.5,9,35
"[u'Andrew J. Blumberg', u'Michael A. Mandell']","time.struct_time(tm_year=2013, tm_mon=9, tm_mday=25, tm_hour=19, tm_min=59, tm_sec=50, tm_wday=2, tm_yday=268, tm_isdst=0)","time.struct_time(tm_year=2013, tm_mon=9, tm_mday=25, tm_hour=19, tm_min=59, tm_sec=50, tm_wday=2, tm_yday=268, tm_isdst=0)",cs.CG,"[u'cs.CG', u'55U10, 68U05']",1.0,24,9
[u'Stephen Semmes'],"time.struct_time(tm_year=2007, tm_mon=9, tm_mday=21, tm_hour=18, tm_min=49, tm_sec=46, tm_wday=4, tm_yday=264, tm_isdst=0)","time.struct_time(tm_year=2007, tm_mon=9, tm_mday=21, tm_hour=18, tm_min=49, tm_sec=46, tm_wday=4, tm_yday=264, tm_isdst=0)",math.CA,[u'math.CA'],0.0,3,21
"[u'Kedi Wu', u'Guo-Wei Wei']","time.struct_time(tm_year=2017, tm_mon=12, tm_mday=9, tm_hour=21, tm_min=52, tm_sec=42, tm_wday=5, tm_yday=343, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=12, tm_mday=9, tm_hour=21, tm_min=52, tm_sec=42, tm_wday=5, tm_yday=343, tm_isdst=0)",q-bio.QM,[u'q-bio.QM'],1.0,41,183
"[u'Fr\xe9d\xe9ric Chazal', u'Bertrand Michel']","time.struct_time(tm_year=2017, tm_mon=10, tm_mday=11, tm_hour=11, tm_min=53, tm_sec=32, tm_wday=2, tm_yday=284, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=10, tm_mday=11, tm_hour=11, tm_min=53, tm_sec=32, tm_wday=2, tm_yday=284, tm_isdst=0)",math.ST,"[u'math.ST', u'cs.LG', u'math.AT', u'stat.ML', u'stat.TH']",1.0,38,109
[u'R. Aurich'],"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=17, tm_hour=12, tm_min=8, tm_sec=26, tm_wday=2, tm_yday=351, tm_isdst=0)","time.struct_time(tm_year=2015, tm_mon=7, tm_mday=15, tm_hour=13, tm_min=55, tm_sec=7, tm_wday=2, tm_yday=196, tm_isdst=0)",astro-ph.CO,[u'astro-ph.CO'],0.0,11,69
"[u'J. Sanz', u'E. Cozzo', u'J. Borge-Holthoefer', u'Y. Moreno']","time.struct_time(tm_year=2012, tm_mon=2, tm_mday=16, tm_hour=15, tm_min=30, tm_sec=32, tm_wday=3, tm_yday=47, tm_isdst=0)","time.struct_time(tm_year=2012, tm_mon=2, tm_mday=16, tm_hour=15, tm_min=30, tm_sec=32, tm_wday=3, tm_yday=47, tm_isdst=0)",physics.bio-ph,"[u'physics.bio-ph', u'physics.soc-ph', u'q-bio.MN']",0.3333333333333333,10,38
